variableURI,variable,date,value,objectURI,provenanceURI,experimentURI
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.858045,http://www.opensilex.org/demo/2018/o18000022,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.888665,http://www.opensilex.org/demo/2018/o18000021,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.88829,http://www.opensilex.org/demo/2018/o18000020,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.895655,http://www.opensilex.org/demo/2018/o18000019,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.862265,http://www.opensilex.org/demo/2018/o18000018,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.870065,http://www.opensilex.org/demo/2018/o18000017,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.88765,http://www.opensilex.org/demo/2018/o18000016,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.872585,http://www.opensilex.org/demo/2018/o18000015,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.87504,http://www.opensilex.org/demo/2018/o18000014,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.889145,http://www.opensilex.org/demo/2018/o18000013,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.88323,http://www.opensilex.org/demo/2018/o18000012,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.8813,http://www.opensilex.org/demo/2018/o18000011,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.87831,http://www.opensilex.org/demo/2018/o18000010,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.86245,http://www.opensilex.org/demo/2018/o18000009,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.86605,http://www.opensilex.org/demo/2018/o18000008,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.892405,http://www.opensilex.org/demo/2018/o18000007,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.884695,http://www.opensilex.org/demo/2018/o18000006,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.887425,http://www.opensilex.org/demo/2018/o18000005,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.890105,http://www.opensilex.org/demo/2018/o18000004,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.88094,http://www.opensilex.org/demo/2018/o18000003,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.872275,http://www.opensilex.org/demo/2018/o18000002,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-28T01:51:00+0200,0.893345,http://www.opensilex.org/demo/2018/o18000001,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.26096,http://www.opensilex.org/demo/2018/o18000390,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.213225,http://www.opensilex.org/demo/2018/o18000389,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.266365,http://www.opensilex.org/demo/2018/o18000388,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.246475,http://www.opensilex.org/demo/2018/o18000387,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.245115,http://www.opensilex.org/demo/2018/o18000386,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.232225,http://www.opensilex.org/demo/2018/o18000385,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.26027,http://www.opensilex.org/demo/2018/o18000384,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.21217,http://www.opensilex.org/demo/2018/o18000383,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.25677,http://www.opensilex.org/demo/2018/o18000382,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.28006,http://www.opensilex.org/demo/2018/o18000381,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.25347,http://www.opensilex.org/demo/2018/o18000380,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.213785,http://www.opensilex.org/demo/2018/o18000379,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.248135,http://www.opensilex.org/demo/2018/o18000378,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.2608,http://www.opensilex.org/demo/2018/o18000377,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.259985,http://www.opensilex.org/demo/2018/o18000376,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.24473,http://www.opensilex.org/demo/2018/o18000375,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.282285,http://www.opensilex.org/demo/2018/o18000374,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.228605,http://www.opensilex.org/demo/2018/o18000373,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.18923,http://www.opensilex.org/demo/2018/o18000372,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.21056,http://www.opensilex.org/demo/2018/o18000371,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.231185,http://www.opensilex.org/demo/2018/o18000370,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.236365,http://www.opensilex.org/demo/2018/o18000369,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.215555,http://www.opensilex.org/demo/2018/o18000368,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.257755,http://www.opensilex.org/demo/2018/o18000367,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.232755,http://www.opensilex.org/demo/2018/o18000366,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.22574,http://www.opensilex.org/demo/2018/o18000365,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.252515,http://www.opensilex.org/demo/2018/o18000364,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.24368,http://www.opensilex.org/demo/2018/o18000363,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.25509,http://www.opensilex.org/demo/2018/o18000362,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.22577,http://www.opensilex.org/demo/2018/o18000361,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.207885,http://www.opensilex.org/demo/2018/o18000360,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.20779,http://www.opensilex.org/demo/2018/o18000359,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.20088,http://www.opensilex.org/demo/2018/o18000358,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.21191,http://www.opensilex.org/demo/2018/o18000357,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.19873,http://www.opensilex.org/demo/2018/o18000356,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.206215,http://www.opensilex.org/demo/2018/o18000355,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.210235,http://www.opensilex.org/demo/2018/o18000354,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.24407,http://www.opensilex.org/demo/2018/o18000353,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.22251,http://www.opensilex.org/demo/2018/o18000352,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.22143,http://www.opensilex.org/demo/2018/o18000351,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.289215,http://www.opensilex.org/demo/2018/o18000350,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.25295,http://www.opensilex.org/demo/2018/o18000349,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.197455,http://www.opensilex.org/demo/2018/o18000348,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.20464,http://www.opensilex.org/demo/2018/o18000347,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.207515,http://www.opensilex.org/demo/2018/o18000346,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.2114,http://www.opensilex.org/demo/2018/o18000345,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.19062,http://www.opensilex.org/demo/2018/o18000344,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.229265,http://www.opensilex.org/demo/2018/o18000343,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.209855,http://www.opensilex.org/demo/2018/o18000342,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.22233,http://www.opensilex.org/demo/2018/o18000341,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.22297,http://www.opensilex.org/demo/2018/o18000340,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.221165,http://www.opensilex.org/demo/2018/o18000339,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.204,http://www.opensilex.org/demo/2018/o18000338,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.21146,http://www.opensilex.org/demo/2018/o18000337,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.238825,http://www.opensilex.org/demo/2018/o18000336,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.228545,http://www.opensilex.org/demo/2018/o18000335,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.226095,http://www.opensilex.org/demo/2018/o18000334,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.224185,http://www.opensilex.org/demo/2018/o18000333,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.2162,http://www.opensilex.org/demo/2018/o18000332,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.233095,http://www.opensilex.org/demo/2018/o18000331,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.236765,http://www.opensilex.org/demo/2018/o18000330,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.241095,http://www.opensilex.org/demo/2018/o18000329,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.253975,http://www.opensilex.org/demo/2018/o18000328,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.23102,http://www.opensilex.org/demo/2018/o18000327,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.251085,http://www.opensilex.org/demo/2018/o18000326,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.24358,http://www.opensilex.org/demo/2018/o18000325,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.274995,http://www.opensilex.org/demo/2018/o18000324,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.28952,http://www.opensilex.org/demo/2018/o18000323,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.273775,http://www.opensilex.org/demo/2018/o18000322,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.260205,http://www.opensilex.org/demo/2018/o18000321,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.249065,http://www.opensilex.org/demo/2018/o18000320,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.29037,http://www.opensilex.org/demo/2018/o18000319,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.3092,http://www.opensilex.org/demo/2018/o18000318,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.213025,http://www.opensilex.org/demo/2018/o18000317,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.273895,http://www.opensilex.org/demo/2018/o18000316,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.2268,http://www.opensilex.org/demo/2018/o18000315,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.228715,http://www.opensilex.org/demo/2018/o18000314,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.238695,http://www.opensilex.org/demo/2018/o18000313,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.21393,http://www.opensilex.org/demo/2018/o18000312,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.27832,http://www.opensilex.org/demo/2018/o18000311,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
http://phenome-emphasis/variable/4P:000019,NDVI_NDVI-Measurement_index,2017-06-09T01:51:00+0200,0.210475,http://www.opensilex.org/demo/2018/o18000310,http://www.opensilex.org/demo/id/provenance/phenotyping-provenance-demo,http://www.opensilex.org/demo/DIA2017-1
